id,title,brand,category,price,images,description,rating,discountPercentage,tags
83,Blue & Black Check Shirt,Fashion Trends,mens-shirts,29.99,"['https://cdn.dummyjson.com/product-images/mens-shirts/blue-&-black-check-shirt/1.webp', 'https://cdn.dummyjson.com/product-images/mens-shirts/blue-&-black-check-shirt/2.webp', 'https://cdn.dummyjson.com/product-images/mens-shirts/blue-&-black-check-shirt/3.webp', 'https://cdn.dummyjson.com/product-images/mens-shirts/blue-&-black-check-shirt/4.webp']","The Blue & Black Check Shirt is a stylish and comfortable men's shirt featuring a classic check pattern. Made from high-quality fabric, it's suitable for both casual and semi-formal occasions.",3.64,15.35,"clothing,men's shirts"
84,Gigabyte Aorus Men Tshirt,Gigabyte,mens-shirts,24.99,"['https://cdn.dummyjson.com/product-images/mens-shirts/gigabyte-aorus-men-tshirt/1.webp', 'https://cdn.dummyjson.com/product-images/mens-shirts/gigabyte-aorus-men-tshirt/2.webp', 'https://cdn.dummyjson.com/product-images/mens-shirts/gigabyte-aorus-men-tshirt/3.webp', 'https://cdn.dummyjson.com/product-images/mens-shirts/gigabyte-aorus-men-tshirt/4.webp']","The Gigabyte Aorus Men Tshirt is a cool and casual shirt for gaming enthusiasts. With the Aorus logo and sleek design, it's perfect for expressing your gaming style.",3.18,0.94,"clothing,men's t-shirts"
85,Man Plaid Shirt,Classic Wear,mens-shirts,34.99,"['https://cdn.dummyjson.com/product-images/mens-shirts/man-plaid-shirt/1.webp', 'https://cdn.dummyjson.com/product-images/mens-shirts/man-plaid-shirt/2.webp', 'https://cdn.dummyjson.com/product-images/mens-shirts/man-plaid-shirt/3.webp', 'https://cdn.dummyjson.com/product-images/mens-shirts/man-plaid-shirt/4.webp']",The Man Plaid Shirt is a timeless and versatile men's shirt with a classic plaid pattern. Its comfortable fit and casual style make it a wardrobe essential for various occasions.,3.46,19.5,"clothing,men's shirts"
86,Man Short Sleeve Shirt,Casual Comfort,mens-shirts,19.99,"['https://cdn.dummyjson.com/product-images/mens-shirts/man-short-sleeve-shirt/1.webp', 'https://cdn.dummyjson.com/product-images/mens-shirts/man-short-sleeve-shirt/2.webp', 'https://cdn.dummyjson.com/product-images/mens-shirts/man-short-sleeve-shirt/3.webp', 'https://cdn.dummyjson.com/product-images/mens-shirts/man-short-sleeve-shirt/4.webp']","The Man Short Sleeve Shirt is a breezy and stylish option for warm days. With a comfortable fit and short sleeves, it's perfect for a laid-back yet polished look.",2.9,6.83,"clothing,men's shirts"
87,Men Check Shirt,Urban Chic,mens-shirts,27.99,"['https://cdn.dummyjson.com/product-images/mens-shirts/men-check-shirt/1.webp', 'https://cdn.dummyjson.com/product-images/mens-shirts/men-check-shirt/2.webp', 'https://cdn.dummyjson.com/product-images/mens-shirts/men-check-shirt/3.webp', 'https://cdn.dummyjson.com/product-images/mens-shirts/men-check-shirt/4.webp']","The Men Check Shirt is a classic and versatile shirt featuring a stylish check pattern. Suitable for various occasions, it adds a smart and polished touch to your wardrobe.",2.72,11.38,"clothing,men's shirts"
88,Nike Air Jordan 1 Red And Black,Nike,mens-shoes,149.99,"['https://cdn.dummyjson.com/product-images/mens-shoes/nike-air-jordan-1-red-and-black/1.webp', 'https://cdn.dummyjson.com/product-images/mens-shoes/nike-air-jordan-1-red-and-black/2.webp', 'https://cdn.dummyjson.com/product-images/mens-shoes/nike-air-jordan-1-red-and-black/3.webp', 'https://cdn.dummyjson.com/product-images/mens-shoes/nike-air-jordan-1-red-and-black/4.webp']","The Nike Air Jordan 1 in Red and Black is an iconic basketball sneaker known for its stylish design and high-performance features, making it a favorite among sneaker enthusiasts and athletes.",4.77,4.12,"footwear,athletic shoes"
89,Nike Baseball Cleats,Nike,mens-shoes,79.99,"['https://cdn.dummyjson.com/product-images/mens-shoes/nike-baseball-cleats/1.webp', 'https://cdn.dummyjson.com/product-images/mens-shoes/nike-baseball-cleats/2.webp', 'https://cdn.dummyjson.com/product-images/mens-shoes/nike-baseball-cleats/3.webp', 'https://cdn.dummyjson.com/product-images/mens-shoes/nike-baseball-cleats/4.webp']",Nike Baseball Cleats are designed for maximum traction and performance on the baseball field. They provide stability and support for players during games and practices.,3.88,18.04,"footwear,sports cleats"
90,Puma Future Rider Trainers,Puma,mens-shoes,89.99,"['https://cdn.dummyjson.com/product-images/mens-shoes/puma-future-rider-trainers/1.webp', 'https://cdn.dummyjson.com/product-images/mens-shoes/puma-future-rider-trainers/2.webp', 'https://cdn.dummyjson.com/product-images/mens-shoes/puma-future-rider-trainers/3.webp', 'https://cdn.dummyjson.com/product-images/mens-shoes/puma-future-rider-trainers/4.webp']","The Puma Future Rider Trainers offer a blend of retro style and modern comfort. Perfect for casual wear, these trainers provide a fashionable and comfortable option for everyday use.",4.9,4.2,"footwear,casual shoes"
91,Sports Sneakers Off White & Red,Off White,mens-shoes,119.99,"['https://cdn.dummyjson.com/product-images/mens-shoes/sports-sneakers-off-white-&-red/1.webp', 'https://cdn.dummyjson.com/product-images/mens-shoes/sports-sneakers-off-white-&-red/2.webp', 'https://cdn.dummyjson.com/product-images/mens-shoes/sports-sneakers-off-white-&-red/3.webp', 'https://cdn.dummyjson.com/product-images/mens-shoes/sports-sneakers-off-white-&-red/4.webp']","The Sports Sneakers in Off White and Red combine style and functionality, making them a fashionable choice for sports enthusiasts. The red and off-white color combination adds a bold and energetic touch.",4.77,4.97,"footwear,athletic shoes"
92,Sports Sneakers Off White Red,Off White,mens-shoes,109.99,"['https://cdn.dummyjson.com/product-images/mens-shoes/sports-sneakers-off-white-red/1.webp', 'https://cdn.dummyjson.com/product-images/mens-shoes/sports-sneakers-off-white-red/2.webp', 'https://cdn.dummyjson.com/product-images/mens-shoes/sports-sneakers-off-white-red/3.webp', 'https://cdn.dummyjson.com/product-images/mens-shoes/sports-sneakers-off-white-red/4.webp']","Another variant of the Sports Sneakers in Off White Red, featuring a unique design. These sneakers offer style and comfort for casual occasions.",4.69,0.04,"footwear,casual shoes"
93,Brown Leather Belt Watch,Fashion Timepieces,mens-watches,89.99,"['https://cdn.dummyjson.com/product-images/mens-watches/brown-leather-belt-watch/1.webp', 'https://cdn.dummyjson.com/product-images/mens-watches/brown-leather-belt-watch/2.webp', 'https://cdn.dummyjson.com/product-images/mens-watches/brown-leather-belt-watch/3.webp']","The Brown Leather Belt Watch is a stylish timepiece with a classic design. Featuring a genuine leather strap and a sleek dial, it adds a touch of sophistication to your look.",4.19,5.99,"watches,leather watches"
94,Longines Master Collection,Longines,mens-watches,1499.99,"['https://cdn.dummyjson.com/product-images/mens-watches/longines-master-collection/1.webp', 'https://cdn.dummyjson.com/product-images/mens-watches/longines-master-collection/2.webp', 'https://cdn.dummyjson.com/product-images/mens-watches/longines-master-collection/3.webp']","The Longines Master Collection is an elegant and refined watch known for its precision and craftsmanship. With a timeless design, it's a symbol of luxury and sophistication.",3.87,17.24,"watches,luxury watches"
95,Rolex Cellini Date Black Dial,Rolex,mens-watches,8999.99,"['https://cdn.dummyjson.com/product-images/mens-watches/rolex-cellini-date-black-dial/1.webp', 'https://cdn.dummyjson.com/product-images/mens-watches/rolex-cellini-date-black-dial/2.webp', 'https://cdn.dummyjson.com/product-images/mens-watches/rolex-cellini-date-black-dial/3.webp']","The Rolex Cellini Date with Black Dial is a classic and prestigious watch. With a black dial and date complication, it exudes sophistication and is a symbol of Rolex's heritage.",4.97,8.88,"watches,luxury watches"
96,Rolex Cellini Moonphase,Rolex,mens-watches,12999.99,"['https://cdn.dummyjson.com/product-images/mens-watches/rolex-cellini-moonphase/1.webp', 'https://cdn.dummyjson.com/product-images/mens-watches/rolex-cellini-moonphase/2.webp', 'https://cdn.dummyjson.com/product-images/mens-watches/rolex-cellini-moonphase/3.webp']","The Rolex Cellini Moonphase is a masterpiece of horology, featuring a moon phase complication and exquisite design. It reflects Rolex's commitment to precision and elegance.",2.58,17.52,"watches,luxury watches"
97,Rolex Datejust,Rolex,mens-watches,10999.99,"['https://cdn.dummyjson.com/product-images/mens-watches/rolex-datejust/1.webp', 'https://cdn.dummyjson.com/product-images/mens-watches/rolex-datejust/2.webp', 'https://cdn.dummyjson.com/product-images/mens-watches/rolex-datejust/3.webp']","The Rolex Datejust is an iconic and versatile timepiece with a date window. Known for its timeless design and reliability, it's a symbol of Rolex's watchmaking excellence.",3.66,3.73,"watches,luxury watches"
98,Rolex Submariner Watch,Rolex,mens-watches,13999.99,"['https://cdn.dummyjson.com/product-images/mens-watches/rolex-submariner-watch/1.webp', 'https://cdn.dummyjson.com/product-images/mens-watches/rolex-submariner-watch/2.webp', 'https://cdn.dummyjson.com/product-images/mens-watches/rolex-submariner-watch/3.webp']","The Rolex Submariner is a legendary dive watch with a rich history. Known for its durability and water resistance, it's a symbol of adventure and exploration.",2.69,5.05,"watches,luxury watches"
99,Amazon Echo Plus,Amazon,mobile-accessories,99.99,"['https://cdn.dummyjson.com/product-images/mobile-accessories/amazon-echo-plus/1.webp', 'https://cdn.dummyjson.com/product-images/mobile-accessories/amazon-echo-plus/2.webp']",The Amazon Echo Plus is a smart speaker with built-in Alexa voice control. It features premium sound quality and serves as a hub for controlling smart home devices.,4.99,12.07,"electronics,smart speakers"
100,Apple Airpods,Apple,mobile-accessories,129.99,"['https://cdn.dummyjson.com/product-images/mobile-accessories/apple-airpods/1.webp', 'https://cdn.dummyjson.com/product-images/mobile-accessories/apple-airpods/2.webp', 'https://cdn.dummyjson.com/product-images/mobile-accessories/apple-airpods/3.webp']","The Apple Airpods offer a seamless wireless audio experience. With easy pairing, high-quality sound, and Siri integration, they are perfect for on-the-go listening.",4.15,15.54,"electronics,wireless earphones"
101,Apple AirPods Max Silver,Apple,mobile-accessories,549.99,['https://cdn.dummyjson.com/product-images/mobile-accessories/apple-airpods-max-silver/1.webp'],"The Apple AirPods Max in Silver are premium over-ear headphones with high-fidelity audio, adaptive EQ, and active noise cancellation. Experience immersive sound in style.",3.47,13.67,"electronics,over-ear headphones"
102,Apple Airpower Wireless Charger,Apple,mobile-accessories,79.99,['https://cdn.dummyjson.com/product-images/mobile-accessories/apple-airpower-wireless-charger/1.webp'],The Apple AirPower Wireless Charger provides a convenient way to charge your compatible Apple devices wirelessly. Simply place your devices on the charging mat for effortless charging.,3.68,4.48,"electronics,wireless chargers"
103,Apple HomePod Mini Cosmic Grey,Apple,mobile-accessories,99.99,['https://cdn.dummyjson.com/product-images/mobile-accessories/apple-homepod-mini-cosmic-grey/1.webp'],The Apple HomePod Mini in Cosmic Grey is a compact smart speaker that delivers impressive audio and integrates seamlessly with the Apple ecosystem for a smart home experience.,4.62,18.1,"electronics,smart speakers"
104,Apple iPhone Charger,Apple,mobile-accessories,19.99,"['https://cdn.dummyjson.com/product-images/mobile-accessories/apple-iphone-charger/1.webp', 'https://cdn.dummyjson.com/product-images/mobile-accessories/apple-iphone-charger/2.webp']",The Apple iPhone Charger is a high-quality charger designed for fast and efficient charging of your iPhone. Ensure your device stays powered up and ready to go.,4.15,18.52,"electronics,chargers"
105,Apple MagSafe Battery Pack,Apple,mobile-accessories,99.99,"['https://cdn.dummyjson.com/product-images/mobile-accessories/apple-magsafe-battery-pack/1.webp', 'https://cdn.dummyjson.com/product-images/mobile-accessories/apple-magsafe-battery-pack/2.webp']",The Apple MagSafe Battery Pack is a portable and convenient way to add extra battery life to your MagSafe-compatible iPhone. Attach it magnetically for a secure connection.,3.62,17.17,"electronics,power banks"
106,Apple Watch Series 4 Gold,Apple,mobile-accessories,349.99,"['https://cdn.dummyjson.com/product-images/mobile-accessories/apple-watch-series-4-gold/1.webp', 'https://cdn.dummyjson.com/product-images/mobile-accessories/apple-watch-series-4-gold/2.webp', 'https://cdn.dummyjson.com/product-images/mobile-accessories/apple-watch-series-4-gold/3.webp']","The Apple Watch Series 4 in Gold is a stylish and advanced smartwatch with features like heart rate monitoring, fitness tracking, and a beautiful Retina display.",2.74,12.02,"electronics,smartwatches"
107,Beats Flex Wireless Earphones,Beats,mobile-accessories,49.99,['https://cdn.dummyjson.com/product-images/mobile-accessories/beats-flex-wireless-earphones/1.webp'],"The Beats Flex Wireless Earphones offer a comfortable and versatile audio experience. With magnetic earbuds and up to 12 hours of battery life, they are ideal for everyday use.",4.24,5.73,"electronics,wireless earphones"
108,iPhone 12 Silicone Case with MagSafe Plum,Apple,mobile-accessories,29.99,"['https://cdn.dummyjson.com/product-images/mobile-accessories/iphone-12-silicone-case-with-magsafe-plum/1.webp', 'https://cdn.dummyjson.com/product-images/mobile-accessories/iphone-12-silicone-case-with-magsafe-plum/2.webp', 'https://cdn.dummyjson.com/product-images/mobile-accessories/iphone-12-silicone-case-with-magsafe-plum/3.webp', 'https://cdn.dummyjson.com/product-images/mobile-accessories/iphone-12-silicone-case-with-magsafe-plum/4.webp']",The iPhone 12 Silicone Case with MagSafe in Plum is a stylish and protective case designed for the iPhone 12. It features MagSafe technology for easy attachment of accessories.,3.62,13.85,"electronics,phone accessories"
109,Monopod,TechGear,mobile-accessories,19.99,"['https://cdn.dummyjson.com/product-images/mobile-accessories/monopod/1.webp', 'https://cdn.dummyjson.com/product-images/mobile-accessories/monopod/2.webp']","The Monopod is a versatile camera accessory for stable and adjustable shooting. Perfect for capturing selfies, group photos, and videos with ease.",4.43,8.58,"electronics,camera accessories"
110,Selfie Lamp with iPhone,GadgetMaster,mobile-accessories,14.99,['https://cdn.dummyjson.com/product-images/mobile-accessories/selfie-lamp-with-iphone/1.webp'],The Selfie Lamp with iPhone is a portable and adjustable LED light designed to enhance your selfies and video calls. Attach it to your iPhone for well-lit photos.,3.55,19.4,"electronics,selfie accessories"
111,Selfie Stick Monopod,SnapTech,mobile-accessories,12.99,['https://cdn.dummyjson.com/product-images/mobile-accessories/selfie-stick-monopod/1.webp'],The Selfie Stick Monopod is a extendable and foldable device for capturing the perfect selfie or group photo. Compatible with smartphones and cameras.,3.88,19.12,"electronics,selfie accessories"
112,TV Studio Camera Pedestal,ProVision,mobile-accessories,499.99,['https://cdn.dummyjson.com/product-images/mobile-accessories/tv-studio-camera-pedestal/1.webp'],The TV Studio Camera Pedestal is a professional-grade camera support system for smooth and precise camera movements in a studio setting. Ideal for broadcast and production.,2.78,8.31,"electronics,camera accessories"
113,Generic Motorcycle,Generic Motors,motorcycle,3999.99,"['https://cdn.dummyjson.com/product-images/motorcycle/generic-motorcycle/1.webp', 'https://cdn.dummyjson.com/product-images/motorcycle/generic-motorcycle/2.webp', 'https://cdn.dummyjson.com/product-images/motorcycle/generic-motorcycle/3.webp', 'https://cdn.dummyjson.com/product-images/motorcycle/generic-motorcycle/4.webp']","The Generic Motorcycle is a versatile and reliable bike suitable for various riding preferences. With a balanced design, it provides a comfortable and efficient riding experience.",4.91,12.1,motorcycles
114,Kawasaki Z800,Kawasaki,motorcycle,8999.99,"['https://cdn.dummyjson.com/product-images/motorcycle/kawasaki-z800/1.webp', 'https://cdn.dummyjson.com/product-images/motorcycle/kawasaki-z800/2.webp', 'https://cdn.dummyjson.com/product-images/motorcycle/kawasaki-z800/3.webp', 'https://cdn.dummyjson.com/product-images/motorcycle/kawasaki-z800/4.webp']","The Kawasaki Z800 is a powerful and agile sportbike known for its striking design and performance. It's equipped with advanced features, making it a favorite among motorcycle enthusiasts.",3.98,9.77,"motorcycles,sportbikes"
115,MotoGP CI.H1,MotoGP,motorcycle,14999.99,"['https://cdn.dummyjson.com/product-images/motorcycle/motogp-ci.h1/1.webp', 'https://cdn.dummyjson.com/product-images/motorcycle/motogp-ci.h1/2.webp', 'https://cdn.dummyjson.com/product-images/motorcycle/motogp-ci.h1/3.webp', 'https://cdn.dummyjson.com/product-images/motorcycle/motogp-ci.h1/4.webp']",The MotoGP CI.H1 is a high-performance motorcycle inspired by MotoGP racing technology. It offers cutting-edge features and precision engineering for an exhilarating riding experience.,2.97,6.92,"motorcycles,sportbikes"
116,Scooter Motorcycle,ScootMaster,motorcycle,2999.99,"['https://cdn.dummyjson.com/product-images/motorcycle/scooter-motorcycle/1.webp', 'https://cdn.dummyjson.com/product-images/motorcycle/scooter-motorcycle/2.webp', 'https://cdn.dummyjson.com/product-images/motorcycle/scooter-motorcycle/3.webp', 'https://cdn.dummyjson.com/product-images/motorcycle/scooter-motorcycle/4.webp']",The Scooter Motorcycle is a practical and fuel-efficient bike ideal for urban commuting. It features a step-through design and user-friendly controls for easy maneuverability.,2.53,6.27,"motorcycles,scooters"
117,Sportbike Motorcycle,SpeedMaster,motorcycle,7499.99,"['https://cdn.dummyjson.com/product-images/motorcycle/sportbike-motorcycle/1.webp', 'https://cdn.dummyjson.com/product-images/motorcycle/sportbike-motorcycle/2.webp', 'https://cdn.dummyjson.com/product-images/motorcycle/sportbike-motorcycle/3.webp', 'https://cdn.dummyjson.com/product-images/motorcycle/sportbike-motorcycle/4.webp']","The Sportbike Motorcycle is designed for speed and agility, with a sleek and aerodynamic profile. It's suitable for riders looking for a dynamic and thrilling riding experience.",3.94,11.58,"motorcycles,sportbikes"
118,Attitude Super Leaves Hand Soap,Attitude,skin-care,8.99,"['https://cdn.dummyjson.com/product-images/skin-care/attitude-super-leaves-hand-soap/1.webp', 'https://cdn.dummyjson.com/product-images/skin-care/attitude-super-leaves-hand-soap/2.webp', 'https://cdn.dummyjson.com/product-images/skin-care/attitude-super-leaves-hand-soap/3.webp']","Attitude Super Leaves Hand Soap is a natural and nourishing hand soap enriched with the goodness of super leaves. It cleanses and moisturizes your hands, leaving them feeling fresh and soft.",3.19,18.49,"personal care,hand soap"
119,Olay Ultra Moisture Shea Butter Body Wash,Olay,skin-care,12.99,"['https://cdn.dummyjson.com/product-images/skin-care/olay-ultra-moisture-shea-butter-body-wash/1.webp', 'https://cdn.dummyjson.com/product-images/skin-care/olay-ultra-moisture-shea-butter-body-wash/2.webp', 'https://cdn.dummyjson.com/product-images/skin-care/olay-ultra-moisture-shea-butter-body-wash/3.webp']",Olay Ultra Moisture Shea Butter Body Wash is a luxurious body wash that hydrates and nourishes your skin with the moisturizing power of shea butter. Enjoy a rich lather and silky-smooth skin.,4.51,16.39,"personal care,body wash"
120,Vaseline Men Body and Face Lotion,Vaseline,skin-care,9.99,"['https://cdn.dummyjson.com/product-images/skin-care/vaseline-men-body-and-face-lotion/1.webp', 'https://cdn.dummyjson.com/product-images/skin-care/vaseline-men-body-and-face-lotion/2.webp', 'https://cdn.dummyjson.com/product-images/skin-care/vaseline-men-body-and-face-lotion/3.webp']",Vaseline Men Body and Face Lotion is a specially formulated lotion designed to provide long-lasting moisture to men's skin. It absorbs quickly and helps keep the skin hydrated and healthy.,3.16,13.39,"personal care,body lotion"
121,iPhone 5s,Apple,smartphones,199.99,"['https://cdn.dummyjson.com/product-images/smartphones/iphone-5s/1.webp', 'https://cdn.dummyjson.com/product-images/smartphones/iphone-5s/2.webp', 'https://cdn.dummyjson.com/product-images/smartphones/iphone-5s/3.webp']","The iPhone 5s is a classic smartphone known for its compact design and advanced features during its release. While it's an older model, it still provides a reliable user experience.",2.83,12.91,"smartphones,apple"
122,iPhone 6,Apple,smartphones,299.99,"['https://cdn.dummyjson.com/product-images/smartphones/iphone-6/1.webp', 'https://cdn.dummyjson.com/product-images/smartphones/iphone-6/2.webp', 'https://cdn.dummyjson.com/product-images/smartphones/iphone-6/3.webp']","The iPhone 6 is a stylish and capable smartphone with a larger display and improved performance. It introduced new features and design elements, making it a popular choice in its time.",3.41,6.69,"smartphones,apple"
123,iPhone 13 Pro,Apple,smartphones,1099.99,"['https://cdn.dummyjson.com/product-images/smartphones/iphone-13-pro/1.webp', 'https://cdn.dummyjson.com/product-images/smartphones/iphone-13-pro/2.webp', 'https://cdn.dummyjson.com/product-images/smartphones/iphone-13-pro/3.webp']","The iPhone 13 Pro is a cutting-edge smartphone with a powerful camera system, high-performance chip, and stunning display. It offers advanced features for users who demand top-notch technology.",4.12,9.37,"smartphones,apple"
124,iPhone X,Apple,smartphones,899.99,"['https://cdn.dummyjson.com/product-images/smartphones/iphone-x/1.webp', 'https://cdn.dummyjson.com/product-images/smartphones/iphone-x/2.webp', 'https://cdn.dummyjson.com/product-images/smartphones/iphone-x/3.webp']","The iPhone X is a flagship smartphone featuring a bezel-less OLED display, facial recognition technology (Face ID), and impressive performance. It represents a milestone in iPhone design and innovation.",2.51,19.59,"smartphones,apple"
125,Oppo A57,Oppo,smartphones,249.99,"['https://cdn.dummyjson.com/product-images/smartphones/oppo-a57/1.webp', 'https://cdn.dummyjson.com/product-images/smartphones/oppo-a57/2.webp', 'https://cdn.dummyjson.com/product-images/smartphones/oppo-a57/3.webp']","The Oppo A57 is a mid-range smartphone known for its sleek design and capable features. It offers a balance of performance and affordability, making it a popular choice.",3.94,2.43,"smartphones,oppo"
126,Oppo F19 Pro Plus,Oppo,smartphones,399.99,"['https://cdn.dummyjson.com/product-images/smartphones/oppo-f19-pro-plus/1.webp', 'https://cdn.dummyjson.com/product-images/smartphones/oppo-f19-pro-plus/2.webp', 'https://cdn.dummyjson.com/product-images/smartphones/oppo-f19-pro-plus/3.webp']",The Oppo F19 Pro Plus is a feature-rich smartphone with a focus on camera capabilities. It boasts advanced photography features and a powerful performance for a premium user experience.,3.51,18.64,"smartphones,oppo"
127,Oppo K1,Oppo,smartphones,299.99,"['https://cdn.dummyjson.com/product-images/smartphones/oppo-k1/1.webp', 'https://cdn.dummyjson.com/product-images/smartphones/oppo-k1/2.webp', 'https://cdn.dummyjson.com/product-images/smartphones/oppo-k1/3.webp', 'https://cdn.dummyjson.com/product-images/smartphones/oppo-k1/4.webp']","The Oppo K1 series offers a range of smartphones with various features and specifications. Known for their stylish design and reliable performance, the Oppo K1 series caters to diverse user preferences.",4.25,18.29,"smartphones,oppo"
128,Realme C35,Realme,smartphones,149.99,"['https://cdn.dummyjson.com/product-images/smartphones/realme-c35/1.webp', 'https://cdn.dummyjson.com/product-images/smartphones/realme-c35/2.webp', 'https://cdn.dummyjson.com/product-images/smartphones/realme-c35/3.webp']",The Realme C35 is a budget-friendly smartphone with a focus on providing essential features for everyday use. It offers a reliable performance and user-friendly experience.,4.2,15.3,"smartphones,realme"
129,Realme X,Realme,smartphones,299.99,"['https://cdn.dummyjson.com/product-images/smartphones/realme-x/1.webp', 'https://cdn.dummyjson.com/product-images/smartphones/realme-x/2.webp', 'https://cdn.dummyjson.com/product-images/smartphones/realme-x/3.webp']",The Realme X is a mid-range smartphone known for its sleek design and impressive display. It offers a good balance of performance and camera capabilities for users seeking a quality device.,3.7,6.95,"smartphones,realme"
130,Realme XT,Realme,smartphones,349.99,"['https://cdn.dummyjson.com/product-images/smartphones/realme-xt/1.webp', 'https://cdn.dummyjson.com/product-images/smartphones/realme-xt/2.webp', 'https://cdn.dummyjson.com/product-images/smartphones/realme-xt/3.webp']","The Realme XT is a feature-rich smartphone with a focus on camera technology. It comes equipped with advanced camera sensors, delivering high-quality photos and videos for photography enthusiasts.",4.58,11.51,"smartphones,realme"
131,Samsung Galaxy S7,Samsung,smartphones,299.99,"['https://cdn.dummyjson.com/product-images/smartphones/samsung-galaxy-s7/1.webp', 'https://cdn.dummyjson.com/product-images/smartphones/samsung-galaxy-s7/2.webp', 'https://cdn.dummyjson.com/product-images/smartphones/samsung-galaxy-s7/3.webp']","The Samsung Galaxy S7 is a flagship smartphone known for its sleek design and advanced features. It features a high-resolution display, powerful camera, and robust performance.",3.3,19.55,"smartphones,samsung galaxy"
132,Samsung Galaxy S8,Samsung,smartphones,499.99,"['https://cdn.dummyjson.com/product-images/smartphones/samsung-galaxy-s8/1.webp', 'https://cdn.dummyjson.com/product-images/smartphones/samsung-galaxy-s8/2.webp', 'https://cdn.dummyjson.com/product-images/smartphones/samsung-galaxy-s8/3.webp']","The Samsung Galaxy S8 is a premium smartphone with an Infinity Display, offering a stunning visual experience. It boasts advanced camera capabilities and cutting-edge technology.",4.4,19.45,"smartphones,samsung galaxy"
133,Samsung Galaxy S10,Samsung,smartphones,699.99,"['https://cdn.dummyjson.com/product-images/smartphones/samsung-galaxy-s10/1.webp', 'https://cdn.dummyjson.com/product-images/smartphones/samsung-galaxy-s10/2.webp', 'https://cdn.dummyjson.com/product-images/smartphones/samsung-galaxy-s10/3.webp']","The Samsung Galaxy S10 is a flagship device featuring a dynamic AMOLED display, versatile camera system, and powerful performance. It represents innovation and excellence in smartphone technology.",3.06,5.59,"smartphones,samsung galaxy"
134,Vivo S1,Vivo,smartphones,249.99,"['https://cdn.dummyjson.com/product-images/smartphones/vivo-s1/1.webp', 'https://cdn.dummyjson.com/product-images/smartphones/vivo-s1/2.webp', 'https://cdn.dummyjson.com/product-images/smartphones/vivo-s1/3.webp']","The Vivo S1 is a stylish and mid-range smartphone offering a blend of design and performance. It features a vibrant display, capable camera system, and reliable functionality.",3.5,10.17,"smartphones,vivo"
135,Vivo V9,Vivo,smartphones,299.99,"['https://cdn.dummyjson.com/product-images/smartphones/vivo-v9/1.webp', 'https://cdn.dummyjson.com/product-images/smartphones/vivo-v9/2.webp', 'https://cdn.dummyjson.com/product-images/smartphones/vivo-v9/3.webp']","The Vivo V9 is a smartphone known for its sleek design and emphasis on capturing high-quality selfies. It features a notch display, dual-camera setup, and a modern design.",3.6,17.67,"smartphones,vivo"
136,Vivo X21,Vivo,smartphones,499.99,"['https://cdn.dummyjson.com/product-images/smartphones/vivo-x21/1.webp', 'https://cdn.dummyjson.com/product-images/smartphones/vivo-x21/2.webp', 'https://cdn.dummyjson.com/product-images/smartphones/vivo-x21/3.webp']","The Vivo X21 is a premium smartphone with a focus on cutting-edge technology. It features an in-display fingerprint sensor, a high-resolution display, and advanced camera capabilities.",4.26,17.41,"smartphones,vivo"
137,American Football,,sports-accessories,19.99,['https://cdn.dummyjson.com/product-images/sports-accessories/american-football/1.webp'],"The American Football is a classic ball used in American football games. It is designed for throwing and catching, making it an essential piece of equipment for the sport.",4.91,4.93,"sports equipment,american football"
